group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
pilot,A230212d28_r16,A/Abu_Dhabi/6753/2023,104.8,interpolated,5.377,3,midpoint
pilot,A230212d28_r16,A/Bangkok/P3599/2023,110.5,interpolated,3.598,3,midpoint
pilot,A230212d28_r16,A/Bangkok/P3755/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Bhutan/0006/2023,106.4,interpolated,2.305,3,midpoint
pilot,A230212d28_r16,A/Bhutan/0845/2023,106.1,interpolated,4.597,3,midpoint
pilot,A230212d28_r16,A/Bhutan/FLU-BTG-00988/2022,100,upper,0.6395,3,midpoint
pilot,A230212d28_r16,A/Brisbane/429/2023,100,upper,0.5717,3,midpoint
pilot,A230212d28_r16,A/Busan/1301/2023,100,upper,0.1512,3,midpoint
pilot,A230212d28_r16,A/California/81/2023,112.4,interpolated,1.157,3,midpoint
pilot,A230212d28_r16,A/Cambodia/e0826360/2020,564.2,interpolated,69.88,3,midpoint
pilot,A230212d28_r16,A/Catalonia/2041146NS/2023,105.5,interpolated,2.146,3,midpoint
pilot,A230212d28_r16,A/Catalonia/NSVH102124476/2023,100,upper,0.7187,3,midpoint
pilot,A230212d28_r16,A/Chipata/15-NIC-001/2023,115.3,interpolated,0.6772,3,midpoint
pilot,A230212d28_r16,A/Darwin/6/2021,100,upper,1.828,3,midpoint
pilot,A230212d28_r16,A/EHIME/50/2023,119.5,interpolated,1.554,3,midpoint
pilot,A230212d28_r16,A/Finland/391/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Finland/399/2023,100,upper,1.982,3,midpoint
pilot,A230212d28_r16,A/Georgia/40/2023,109.6,interpolated,3.694,3,midpoint
pilot,A230212d28_r16,A/Guangdong-Futian/1980/2023,110.7,interpolated,4.366,3,midpoint
pilot,A230212d28_r16,A/Hong_Kong/2671/2019,4374,interpolated,369.7,3,midpoint
pilot,A230212d28_r16,A/Hong_Kong/45/2019,1874,interpolated,111.5,3,midpoint
pilot,A230212d28_r16,A/Hong_Kong/4801/2014,3729,interpolated,399.8,3,midpoint
pilot,A230212d28_r16,A/Hong_Kong/4801/2014_(15/192),7904,interpolated,154.8,3,midpoint
pilot,A230212d28_r16,A/Jeju/1047/2023,132.7,interpolated,7.998,3,midpoint
pilot,A230212d28_r16,A/KANAGAWA/AC2316/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/KANAGAWA/IC2239/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Kansas/14/2017,520.6,interpolated,8.009,3,midpoint
pilot,A230212d28_r16,A/Krabi/THIS050/2023,106.8,interpolated,2.914,3,midpoint
pilot,A230212d28_r16,A/Luga/RII-11393S/2023,110,interpolated,2.844,3,midpoint
pilot,A230212d28_r16,A/Malaysia/IMR-SARI1989/2023,112.4,interpolated,2.477,3,midpoint
pilot,A230212d28_r16,A/Maldives/852/2023,112.6,interpolated,3.948,3,midpoint
pilot,A230212d28_r16,A/Massachusetts/18/2022,114.6,interpolated,0.1614,3,midpoint
pilot,A230212d28_r16,A/Netherlands/01685/2023,104.6,interpolated,4.691,3,midpoint
pilot,A230212d28_r16,A/Netherlands/01693/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Netherlands/01760/2023,109.7,interpolated,3.975,3,midpoint
pilot,A230212d28_r16,A/Oman/3011/2023,101.3,interpolated,3.28,3,midpoint
pilot,A230212d28_r16,A/Ontario/RV00796/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Romania/543634/2022,121.9,interpolated,5.712,3,midpoint
pilot,A230212d28_r16,A/SENDAI/45/2023,118.9,interpolated,0.6751,3,midpoint
pilot,A230212d28_r16,A/SOUTH_AFRICA/R07876/202023,115.2,interpolated,0.4913,3,midpoint
pilot,A230212d28_r16,A/Saint-Petersburg/RII-MH144113/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/Samut_Songkhram/THIS061/2023,109.3,interpolated,3.159,3,midpoint
pilot,A230212d28_r16,A/Saskatchewan/SKFLU317847/2023,115.8,interpolated,2.11,3,midpoint
pilot,A230212d28_r16,A/Schleswig-Holstein/4/2023,123,interpolated,4.075,3,midpoint
pilot,A230212d28_r16,A/Singapore/INFIMH-16-0019/2016,3514,interpolated,240.9,3,midpoint
pilot,A230212d28_r16,A/Singapore/INFIMH-16-0019/2016_X-307A,8636,interpolated,26.07,3,midpoint
pilot,A230212d28_r16,A/Solwezi/13-NIC-001/2023,109.5,interpolated,2.778,3,midpoint
pilot,A230212d28_r16,A/SouthAfrica/PET28931/2023,111.3,interpolated,0.9604,3,midpoint
pilot,A230212d28_r16,A/SouthSudan/631/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/SouthSudan/642/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/South_Africa/K056872/2023,109.1,interpolated,3.646,3,midpoint
pilot,A230212d28_r16,A/South_Africa/KO56863/2023,115.3,interpolated,0.8231,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R05384/2023,117.4,interpolated,1.103,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R05510/2023,136.5,interpolated,4.792,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R06240/2023,115.7,interpolated,2.369,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R06359/2023,100,upper,0,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R06477/2023,112.8,interpolated,2.316,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R06506/2023,141.5,interpolated,1.513,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R07073/2023,118.6,interpolated,1.088,3,midpoint
pilot,A230212d28_r16,A/South_Africa/R07188/2023,112.3,interpolated,2.84,3,midpoint
pilot,A230212d28_r16,A/South_Dakota/22/2023,133.1,interpolated,8.889,3,midpoint
pilot,A230212d28_r16,A/Surat_Thani/P152/2023,136.6,interpolated,0.9155,3,midpoint
pilot,A230212d28_r16,A/Switzerland/9715293/2013,2063,interpolated,27.86,3,midpoint
pilot,A230212d28_r16,A/Switzerland/9715293/2013_NIB-88,3583,interpolated,280.4,3,midpoint
pilot,A230212d28_r16,A/Sydney/332/2023,118,interpolated,4.137,3,midpoint
pilot,A230212d28_r16,A/Sydney/710/2023,106.1,interpolated,1.01,3,midpoint
pilot,A230212d28_r16,A/Sydney/715/2023,111.9,interpolated,3.237,2,midpoint
pilot,A230212d28_r16,A/Sydney/749/2023,115.5,interpolated,0.8619,3,midpoint
pilot,A230212d28_r16,A/TECPAN/017FLU/2023,127.4,interpolated,8.212,3,midpoint
pilot,A230212d28_r16,A/Texas/50/2012,8650,lower,0,3,midpoint
pilot,A230212d28_r16,A/Texas/50/2012_X-223A_(13/252),8650,lower,0,3,midpoint
pilot,A230212d28_r16,A/Townsville/68/2023,117,interpolated,3.478,3,midpoint
pilot,A230212d28_r16,A/Victoria/1033/2023,113.3,interpolated,0.9993,3,midpoint
pilot,A230212d28_r16,A/Wisconsin/27/2023,112.2,interpolated,13.72,3,midpoint
pilot,A230212d28_r16,A/YAMAGATA/98/2023,136.2,interpolated,6.665,3,midpoint
