group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
pilot,A230212d0_rd64_rep2,A/Abu_Dhabi/6753/2023,301.5,interpolated,95.8,3,midpoint
pilot,A230212d0_rd64_rep2,A/Bangkok/P3599/2023,831.8,interpolated,156,3,midpoint
pilot,A230212d0_rd64_rep2,A/Bangkok/P3755/2023,300.7,interpolated,50.75,3,midpoint
pilot,A230212d0_rd64_rep2,A/Bhutan/0006/2023,369.9,interpolated,22.81,3,midpoint
pilot,A230212d0_rd64_rep2,A/Bhutan/0845/2023,381.5,interpolated,189.2,3,midpoint
pilot,A230212d0_rd64_rep2,A/Bhutan/FLU-BTG-00988/2022,371.2,interpolated,38.73,3,midpoint
pilot,A230212d0_rd64_rep2,A/Brisbane/429/2023,499.9,interpolated,428,3,midpoint
pilot,A230212d0_rd64_rep2,A/Busan/1301/2023,476.7,interpolated,82.72,3,midpoint
pilot,A230212d0_rd64_rep2,A/California/81/2023,587.7,interpolated,106.8,3,midpoint
pilot,A230212d0_rd64_rep2,A/Cambodia/e0826360/2020,886.4,interpolated,154.6,3,midpoint
pilot,A230212d0_rd64_rep2,A/Catalonia/2041146NS/2023,381.1,interpolated,112,3,midpoint
pilot,A230212d0_rd64_rep2,A/Catalonia/NSVH102124476/2023,440.3,interpolated,33.94,3,midpoint
pilot,A230212d0_rd64_rep2,A/Chipata/15-NIC-001/2023,768.1,interpolated,63.2,3,midpoint
pilot,A230212d0_rd64_rep2,A/Darwin/6/2021,504.7,interpolated,8.773,2,midpoint
pilot,A230212d0_rd64_rep2,A/EHIME/50/2023,457.6,interpolated,95.43,3,midpoint
pilot,A230212d0_rd64_rep2,A/Finland/391/2023,423,interpolated,44.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Finland/399/2023,354.4,interpolated,62.03,3,midpoint
pilot,A230212d0_rd64_rep2,A/Georgia/40/2023,351,interpolated,33.98,3,midpoint
pilot,A230212d0_rd64_rep2,A/Guangdong-Futian/1980/2023,700.5,interpolated,114.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Hong_Kong/2671/2019,5767,lower,244.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Hong_Kong/45/2019,2435,interpolated,377.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Hong_Kong/4801/2014,5767,lower,118.9,3,midpoint
pilot,A230212d0_rd64_rep2,A/Hong_Kong/4801/2014_(15/192),5767,lower,0,3,midpoint
pilot,A230212d0_rd64_rep2,A/Jeju/1047/2023,1271,interpolated,140.9,3,midpoint
pilot,A230212d0_rd64_rep2,A/KANAGAWA/AC2316/2023,579,interpolated,109.6,3,midpoint
pilot,A230212d0_rd64_rep2,A/KANAGAWA/IC2239/2023,386.1,interpolated,55.61,3,midpoint
pilot,A230212d0_rd64_rep2,A/Kansas/14/2017,1349,interpolated,40.72,3,midpoint
pilot,A230212d0_rd64_rep2,A/Krabi/THIS050/2023,514.3,interpolated,77.21,3,midpoint
pilot,A230212d0_rd64_rep2,A/Luga/RII-11393S/2023,345.2,interpolated,2.683,3,midpoint
pilot,A230212d0_rd64_rep2,A/Malaysia/IMR-SARI1989/2023,849.7,interpolated,81.65,3,midpoint
pilot,A230212d0_rd64_rep2,A/Maldives/852/2023,667,interpolated,99.76,3,midpoint
pilot,A230212d0_rd64_rep2,A/Massachusetts/18/2022,972,interpolated,216.5,3,midpoint
pilot,A230212d0_rd64_rep2,A/Netherlands/01685/2023,526.1,interpolated,58.39,3,midpoint
pilot,A230212d0_rd64_rep2,A/Netherlands/01693/2023,407.1,interpolated,149.1,3,midpoint
pilot,A230212d0_rd64_rep2,A/Netherlands/01760/2023,450,interpolated,42.81,3,midpoint
pilot,A230212d0_rd64_rep2,A/Oman/3011/2023,467.6,interpolated,85.17,3,midpoint
pilot,A230212d0_rd64_rep2,A/Ontario/RV00796/2023,338.3,interpolated,7.84,3,midpoint
pilot,A230212d0_rd64_rep2,A/Romania/543634/2022,1105,interpolated,217.6,3,midpoint
pilot,A230212d0_rd64_rep2,A/SENDAI/45/2023,495.8,interpolated,267.1,3,midpoint
pilot,A230212d0_rd64_rep2,A/SOUTH_AFRICA/R07876/202023,515.2,interpolated,91.45,3,midpoint
pilot,A230212d0_rd64_rep2,A/Saint-Petersburg/RII-MH144113/2023,397.6,interpolated,86.31,3,midpoint
pilot,A230212d0_rd64_rep2,A/Samut_Songkhram/THIS061/2023,495.4,interpolated,173,3,midpoint
pilot,A230212d0_rd64_rep2,A/Saskatchewan/SKFLU317847/2023,536.9,interpolated,30.17,3,midpoint
pilot,A230212d0_rd64_rep2,A/Schleswig-Holstein/4/2023,678.8,interpolated,123,3,midpoint
pilot,A230212d0_rd64_rep2,A/Singapore/INFIMH-16-0019/2016,5767,lower,352.9,3,midpoint
pilot,A230212d0_rd64_rep2,A/Singapore/INFIMH-16-0019/2016_X-307A,5767,lower,0,3,midpoint
pilot,A230212d0_rd64_rep2,A/Solwezi/13-NIC-001/2023,373.5,interpolated,65.21,3,midpoint
pilot,A230212d0_rd64_rep2,A/SouthAfrica/PET28931/2023,632.5,interpolated,158.7,3,midpoint
pilot,A230212d0_rd64_rep2,A/SouthSudan/631/2023,322.5,interpolated,15.47,3,midpoint
pilot,A230212d0_rd64_rep2,A/SouthSudan/642/2023,277.4,interpolated,95.41,2,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/K056872/2023,541.5,interpolated,196.8,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/KO56863/2023,747.6,interpolated,63.59,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R05384/2023,414.4,interpolated,18.56,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R05510/2023,923.5,interpolated,166,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R06240/2023,434.5,interpolated,97.06,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R06359/2023,229,interpolated,122.9,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R06477/2023,780.6,interpolated,104.1,2,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R06506/2023,747.9,interpolated,63.53,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R07073/2023,448.7,interpolated,193,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Africa/R07188/2023,454.2,interpolated,175.5,3,midpoint
pilot,A230212d0_rd64_rep2,A/South_Dakota/22/2023,364.1,interpolated,5.155,2,midpoint
pilot,A230212d0_rd64_rep2,A/Surat_Thani/P152/2023,773.3,interpolated,166.2,3,midpoint
pilot,A230212d0_rd64_rep2,A/Switzerland/9715293/2013,2561,interpolated,370.6,3,midpoint
pilot,A230212d0_rd64_rep2,A/Switzerland/9715293/2013_NIB-88,5274,interpolated,173,2,midpoint
pilot,A230212d0_rd64_rep2,A/Sydney/332/2023,456.2,interpolated,42.98,3,midpoint
pilot,A230212d0_rd64_rep2,A/Sydney/710/2023,392.3,interpolated,19.2,3,midpoint
pilot,A230212d0_rd64_rep2,A/Sydney/715/2023,653.7,interpolated,107,3,midpoint
pilot,A230212d0_rd64_rep2,A/Sydney/749/2023,1020,interpolated,134.2,3,midpoint
pilot,A230212d0_rd64_rep2,A/TECPAN/017FLU/2023,421.3,interpolated,129.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Texas/50/2012,5767,lower,0,3,midpoint
pilot,A230212d0_rd64_rep2,A/Texas/50/2012_X-223A_(13/252),5767,lower,0,3,midpoint
pilot,A230212d0_rd64_rep2,A/Townsville/68/2023,497.5,interpolated,47.8,3,midpoint
pilot,A230212d0_rd64_rep2,A/Victoria/1033/2023,583,interpolated,146.3,3,midpoint
pilot,A230212d0_rd64_rep2,A/Wisconsin/27/2023,595.6,interpolated,166,2,midpoint
pilot,A230212d0_rd64_rep2,A/YAMAGATA/98/2023,462.2,interpolated,65.44,3,midpoint
