well,serum,dilution_factor,replicate,fastq
A1,AUS24_s001_prevax,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_5_S101_R1_001.fastq.gz
B1,AUS24_s001_postvax,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_6_S102_R1_001.fastq.gz
C1,AUS24_s002_prevax,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_7_S103_R1_001.fastq.gz
D1,AUS24_s002_postvax,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_8_S104_R1_001.fastq.gz
A2,AUS24_s001_prevax,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_13_S109_R1_001.fastq.gz
B2,AUS24_s001_postvax,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_14_S110_R1_001.fastq.gz
C2,AUS24_s002_prevax,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_15_S111_R1_001.fastq.gz
D2,AUS24_s002_postvax,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_16_S112_R1_001.fastq.gz
A3,AUS24_s001_prevax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_21_S117_R1_001.fastq.gz
B3,AUS24_s001_postvax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_22_S118_R1_001.fastq.gz
C3,AUS24_s002_prevax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_23_S119_R1_001.fastq.gz
D3,AUS24_s002_postvax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_24_S120_R1_001.fastq.gz
A4,AUS24_s001_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_29_S125_R1_001.fastq.gz
B4,AUS24_s001_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_30_S126_R1_001.fastq.gz
C4,AUS24_s002_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_31_S127_R1_001.fastq.gz
D4,AUS24_s002_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_32_S128_R1_001.fastq.gz
A5,AUS24_s001_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_37_S133_R1_001.fastq.gz
B5,AUS24_s001_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_38_S134_R1_001.fastq.gz
C5,AUS24_s002_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_39_S135_R1_001.fastq.gz
D5,AUS24_s002_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_40_S136_R1_001.fastq.gz
A6,AUS24_s001_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_45_S141_R1_001.fastq.gz
B6,AUS24_s001_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_46_S142_R1_001.fastq.gz
C6,AUS24_s002_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_47_S143_R1_001.fastq.gz
D6,AUS24_s002_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_48_S144_R1_001.fastq.gz
A7,AUS24_s001_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_53_S149_R1_001.fastq.gz
B7,AUS24_s001_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_54_S150_R1_001.fastq.gz
C7,AUS24_s002_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_55_S151_R1_001.fastq.gz
D7,AUS24_s002_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_56_S152_R1_001.fastq.gz
A8,AUS24_s001_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_61_S157_R1_001.fastq.gz
B8,AUS24_s001_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_62_S158_R1_001.fastq.gz
C8,AUS24_s002_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_63_S159_R1_001.fastq.gz
D8,AUS24_s002_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_64_S160_R1_001.fastq.gz
A9,AUS24_s001_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_69_S165_R1_001.fastq.gz
B9,AUS24_s001_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_70_S166_R1_001.fastq.gz
C9,AUS24_s002_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_71_S167_R1_001.fastq.gz
D9,AUS24_s002_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_72_S168_R1_001.fastq.gz
A10,AUS24_s001_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_77_S173_R1_001.fastq.gz
B10,AUS24_s001_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_78_S174_R1_001.fastq.gz
C10,AUS24_s002_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_79_S175_R1_001.fastq.gz
D10,AUS24_s002_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_80_S176_R1_001.fastq.gz
A11,AUS24_s001_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_85_S181_R1_001.fastq.gz
B11,AUS24_s001_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_86_S182_R1_001.fastq.gz
C11,AUS24_s002_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_87_S183_R1_001.fastq.gz
