well,serum,dilution_factor,replicate,fastq
A1,A230043d0_150k,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc1_A230043d0_S128_R1_001.fastq.gz
B1,A230043d0_150k,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc2_A230043d0_S129_R1_001.fastq.gz
C1,A230043d0_150k,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc3_A230043d0_S130_R1_001.fastq.gz
D1,A230043d0_150k,320,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc4_A230043d0_S131_R1_001.fastq.gz
E1,A230043d0_150k,640,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc5_A230043d0_S132_R1_001.fastq.gz
F1,A230043d0_150k,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc6_A230043d0_S133_R1_001.fastq.gz
G1,A230043d0_150k,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc7_A230043d0_S134_R1_001.fastq.gz
H1,A230043d0_150k,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc8_A230043d0_S135_R1_001.fastq.gz
A2,A230043d28_150k,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc1_A230043d28_S136_R1_001.fastq.gz
B2,A230043d28_150k,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc2_A230043d28_S137_R1_001.fastq.gz
C2,A230043d28_150k,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc3_A230043d28_S138_R1_001.fastq.gz
D2,A230043d28_150k,320,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc4_A230043d28_S139_R1_001.fastq.gz
E2,A230043d28_150k,640,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc5_A230043d28_S140_R1_001.fastq.gz
F2,A230043d28_150k,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc6_A230043d28_S141_R1_001.fastq.gz
G2,A230043d28_150k,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc7_A230043d28_S142_R1_001.fastq.gz
H2,A230043d28_150k,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_conc8_A230043d28_S143_R1_001.fastq.gz
B3,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum2_S121_R1_001.fastq.gz
C3,none,,3,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum3_S122_R1_001.fastq.gz
D3,none,,4,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum4_S123_R1_001.fastq.gz
E3,none,,5,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum5_S124_R1_001.fastq.gz
F3,none,,6,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum6_S125_R1_001.fastq.gz
G3,none,,7,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum7_S126_R1_001.fastq.gz
H3,none,,8,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH01189_270_AAFMKCWM5/Unaligned/Project_bloom_lab/MOI_150k_noSerum8_S127_R1_001.fastq.gz
