well,serum,dilution_factor,replicate,fastq
A1,PENN23_y1995_s002_d0,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_1_S1_R1_001.fastq.gz
B1,PENN23_y1995_s002_d28,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_2_S2_R1_001.fastq.gz
C1,PENN23_y1960_s003_d0,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_3_S3_R1_001.fastq.gz
D1,PENN23_y1960_s003_d28,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_4_S4_R1_001.fastq.gz
E1,PENN23_y1986_s004_d0,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_5_S5_R1_001.fastq.gz
F1,PENN23_y1986_s004_d28,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_6_S6_R1_001.fastq.gz
G1,PENN23_y1987_s010_d0,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_7_S7_R1_001.fastq.gz
H1,PENN23_y1987_s010_d28,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_8_S8_R1_001.fastq.gz
A2,PENN23_y1995_s002_d0,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_9_S9_R1_001.fastq.gz
B2,PENN23_y1995_s002_d28,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_10_S10_R1_001.fastq.gz
C2,PENN23_y1960_s003_d0,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_11_S11_R1_001.fastq.gz
D2,PENN23_y1960_s003_d28,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_12_S12_R1_001.fastq.gz
E2,PENN23_y1986_s004_d0,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_13_S13_R1_001.fastq.gz
F2,PENN23_y1986_s004_d28,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_14_S14_R1_001.fastq.gz
G2,PENN23_y1987_s010_d0,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_15_S15_R1_001.fastq.gz
H2,PENN23_y1987_s010_d28,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_16_S16_R1_001.fastq.gz
A3,PENN23_y1995_s002_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_17_S17_R1_001.fastq.gz
B3,PENN23_y1995_s002_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_18_S18_R1_001.fastq.gz
C3,PENN23_y1960_s003_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_19_S19_R1_001.fastq.gz
D3,PENN23_y1960_s003_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_20_S20_R1_001.fastq.gz
E3,PENN23_y1986_s004_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_21_S21_R1_001.fastq.gz
F3,PENN23_y1986_s004_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_22_S22_R1_001.fastq.gz
G3,PENN23_y1987_s010_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateA_23_S23_R1_001.fastq.gz
