well,serum,dilution_factor,replicate,fastq
A1,SCH23_y2021_s057,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4039595_conc1_plate1_S1_R1_001.fastq.gz
B1,SCH23_y2021_s059,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4044450_conc1_plate1_S2_R1_001.fastq.gz
C1,SCH23_y2020_s051,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3970416_conc1_plate1_S3_R1_001.fastq.gz
D1,SCH23_y2020_s052,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4002948_conc1_plate1_S4_R1_001.fastq.gz
E1,SCH23_y2009_s001,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3973104_conc1_plate1_S5_R1_001.fastq.gz
F1,SCH23_y2009_s002,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3985617_conc1_plate1_S6_R1_001.fastq.gz
G1,SCH23_y2009_s006,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4025323_conc1_plate1_S7_R1_001.fastq.gz
H1,SCH23_y2009_s007,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4031966_conc1_plate1_S8_R1_001.fastq.gz
A2,SCH23_y2021_s057,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4039595_conc2_plate1_S9_R1_001.fastq.gz
B2,SCH23_y2021_s059,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4044450_conc2_plate1_S10_R1_001.fastq.gz
C2,SCH23_y2020_s051,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3970416_conc2_plate1_S11_R1_001.fastq.gz
D2,SCH23_y2020_s052,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4002948_conc2_plate1_S12_R1_001.fastq.gz
E2,SCH23_y2009_s001,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3973104_conc2_plate1_S13_R1_001.fastq.gz
F2,SCH23_y2009_s002,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3985617_conc2_plate1_S14_R1_001.fastq.gz
G2,SCH23_y2009_s006,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4025323_conc2_plate1_S15_R1_001.fastq.gz
H2,SCH23_y2009_s007,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4031966_conc2_plate1_S16_R1_001.fastq.gz
A3,SCH23_y2021_s057,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4039595_conc3_plate1_S17_R1_001.fastq.gz
B3,SCH23_y2021_s059,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4044450_conc3_plate1_S18_R1_001.fastq.gz
C3,SCH23_y2020_s051,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3970416_conc3_plate1_S19_R1_001.fastq.gz
D3,SCH23_y2020_s052,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4002948_conc3_plate1_S20_R1_001.fastq.gz
E3,SCH23_y2009_s001,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3973104_conc3_plate1_S21_R1_001.fastq.gz
F3,SCH23_y2009_s002,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3985617_conc3_plate1_S22_R1_001.fastq.gz
G3,SCH23_y2009_s006,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4025323_conc3_plate1_S23_R1_001.fastq.gz
