well,serum,dilution_factor,replicate,fastq
A1,SCH23_y2022_s064,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_1_S1_R1_001.fastq.gz
B1,SCH23_y2021_s056,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_2_S2_R1_001.fastq.gz
C1,SCH23_y2009_s004,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_3_S3_R1_001.fastq.gz
D1,SCH23_y2011_s013,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_4_S4_R1_001.fastq.gz
E1,SCH23_y2019_s049,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_5_S5_R1_001.fastq.gz
F1,SCH23_y2009_s005,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_6_S6_R1_001.fastq.gz
G1,SCH23_y2020_s053,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_7_S7_R1_001.fastq.gz
H1,SCH23_y2016_s037,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_8_S8_R1_001.fastq.gz
A2,SCH23_y2022_s064,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_9_S9_R1_001.fastq.gz
B2,SCH23_y2021_s056,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_10_S10_R1_001.fastq.gz
C2,SCH23_y2009_s004,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_11_S11_R1_001.fastq.gz
D2,SCH23_y2011_s013,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_12_S12_R1_001.fastq.gz
E2,SCH23_y2019_s049,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_13_S13_R1_001.fastq.gz
F2,SCH23_y2009_s005,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240522_VH00319_509_AAFMKFNM5/Unaligned/Project_bloom_lab/PlateA_14_S14_R1_001.fastq.gz
