well,serum,dilution_factor,replicate,fastq
A1,SCH23_y2018_s043,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3995744_conc1_plate2_S97_R1_001.fastq.gz
B1,SCH23_y2018_s044,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4011437_conc1_plate2_S98_R1_001.fastq.gz
C1,SCH23_y2017_s041,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3974830_conc1_plate2_S99_R1_001.fastq.gz
D1,SCH23_y2017_s042,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4052988_conc1_plate2_S100_R1_001.fastq.gz
E1,SCH23_y2013_s023,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4058061_conc1_plate2_S101_R1_001.fastq.gz
F1,SCH23_y2013_s024,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4063144_conc1_plate2_S102_R1_001.fastq.gz
G1,SCH23_y2012_s016,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4006533_conc1_plate2_S103_R1_001.fastq.gz
H1,SCH23_y2012_s018,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4035211_conc1_plate2_S104_R1_001.fastq.gz
A2,SCH23_y2018_s043,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3995744_conc2_plate2_S105_R1_001.fastq.gz
B2,SCH23_y2018_s044,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4011437_conc2_plate2_S106_R1_001.fastq.gz
C2,SCH23_y2017_s041,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3974830_conc2_plate2_S107_R1_001.fastq.gz
D2,SCH23_y2017_s042,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4052988_conc2_plate2_S108_R1_001.fastq.gz
E2,SCH23_y2013_s023,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4058061_conc2_plate2_S109_R1_001.fastq.gz
F2,SCH23_y2013_s024,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4063144_conc2_plate2_S110_R1_001.fastq.gz
G2,SCH23_y2012_s016,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4006533_conc2_plate2_S111_R1_001.fastq.gz
H2,SCH23_y2012_s018,80,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4035211_conc2_plate2_S112_R1_001.fastq.gz
A3,SCH23_y2018_s043,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3995744_conc3_plate2_S113_R1_001.fastq.gz
B3,SCH23_y2018_s044,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4011437_conc3_plate2_S114_R1_001.fastq.gz
C3,SCH23_y2017_s041,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3974830_conc3_plate2_S115_R1_001.fastq.gz
D3,SCH23_y2017_s042,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4052988_conc3_plate2_S116_R1_001.fastq.gz
E3,SCH23_y2013_s023,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4058061_conc3_plate2_S117_R1_001.fastq.gz
F3,SCH23_y2013_s024,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4063144_conc3_plate2_S118_R1_001.fastq.gz
G3,SCH23_y2012_s016,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4006533_conc3_plate2_S119_R1_001.fastq.gz
H3,SCH23_y2012_s018,160,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_4035211_conc3_plate2_S120_R1_001.fastq.gz
A4,SCH23_y2018_s043,320,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240418_VH00699_476_AAFMKCKM5/Unaligned/Project_bloom_lab/SCH_3995744_conc4_plate2_S121_R1_001.fastq.gz
