group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
platesToRepeat,PENN23_y1993_s020_d0,A/Bangkok/P3599/2023,1599,interpolated,1220,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Bangkok/P3755/2023,606.2,interpolated,127.7,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Bhutan/0006/2023,473.7,interpolated,123.6,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Bhutan/0845/2023,510.2,interpolated,43.05,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Bhutan/FLU-BTG-00988/2022,477.5,interpolated,159.6,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Busan/1301/2023,1756,interpolated,397.5,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/California/81/2023,427.9,interpolated,61.35,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Cambodia/e0826360/2020,2163,interpolated,40.79,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Cambodia/e0826360/2020_egg,3005,interpolated,5019,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Catalonia/2041146NS/2023,299.2,interpolated,36.15,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Catalonia/NSVH102124476/2023,540.3,interpolated,117.4,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Chipata/15-NIC-001/2023,616.9,interpolated,370,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Darwin/6/2021,724.1,interpolated,237.6,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Darwin/9/2021,4445,interpolated,3999,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/EHIME/50/2023,380.7,interpolated,67.57,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Finland/391/2023,1840,interpolated,355.6,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Finland/399/2023,1079,interpolated,138,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Georgia/40/2023,406.9,interpolated,43.45,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Guangdong-Futian/1980/2023,2757,interpolated,777.2,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Hong_Kong/2671/2019,1.378e+04,interpolated,4794,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Hong_Kong/45/2019,1978,interpolated,969.1,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Hong_Kong/4801/2014,5780,interpolated,1812,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Hong_Kong/4801/2014_(15/192),3.505e+04,interpolated,6621,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Jeju/1047/2023,658.2,interpolated,163.9,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/KANAGAWA/AC2316/2023,309,interpolated,215.5,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/KANAGAWA/IC2239/2023,701.8,interpolated,81.87,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Kansas/14/2017,438.6,interpolated,207.1,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Krabi/THIS050/2023,685.5,interpolated,214.9,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Luga/RII-11393S/2023,317.9,interpolated,66.97,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Malaysia/IMR-SARI1989/2023,413.8,interpolated,125,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Massachusetts/18/2022,463,interpolated,153.8,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Netherlands/01685/2023,1531,interpolated,502.1,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Netherlands/01693/2023,548.4,interpolated,353.1,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Netherlands/01760/2023,655,interpolated,442.7,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Oman/3011/2023,683.9,interpolated,141.4,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Ontario/RV00796/2023,411.6,interpolated,58.85,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Romania/543634/2022,435.5,interpolated,550.6,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/SOUTH_AFRICA/R07876/202023,589.9,interpolated,263.4,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Saint-Petersburg/RII-MH144113/2023,355.3,interpolated,53.17,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Samut_Songkhram/THIS061/2023,921.2,interpolated,169.2,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Saskatchewan/SKFLU317847/2023,500.9,interpolated,63.85,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Schleswig-Holstein/4/2023,788.6,interpolated,98.07,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Singapore/INFIMH-16-0019/2016,1479,interpolated,1544,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Singapore/INFIMH-16-0019/2016_X-307A,2.67e+04,interpolated,1.177e+04,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Solwezi/13-NIC-001/2023,608.5,interpolated,428.4,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/SouthAfrica/PET28931/2023,734.7,interpolated,126.9,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/SouthSudan/631/2023,528.3,interpolated,55.56,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/SouthSudan/642/2023,731,interpolated,49.29,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/K056872/2023,767,interpolated,109.4,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/KO56863/2023,430.2,interpolated,171.2,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R05384/2023,216.9,interpolated,20.01,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R05510/2023,1182,interpolated,155.1,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R06240/2023,1167,interpolated,340.7,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R06359/2023,568.8,interpolated,250.7,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R06477/2023,1220,interpolated,139.3,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R06506/2023,671.6,interpolated,84.51,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R07073/2023,450.4,interpolated,47.86,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Africa/R07188/2023,662.1,interpolated,151.7,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/South_Dakota/22/2023,413.1,interpolated,101.9,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Surat_Thani/P152/2023,364.9,interpolated,202.7,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Switzerland/9715293/2013,327.1,interpolated,20.14,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Switzerland/9715293/2013_NIB-88,804.6,interpolated,604.6,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Sydney/332/2023,444.2,interpolated,305.7,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Sydney/710/2023,392.7,interpolated,57.5,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Sydney/715/2023,870.4,interpolated,64.1,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Sydney/749/2023,756.7,interpolated,225.7,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/TECPAN/017FLU/2023,481.7,interpolated,33.15,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Texas/50/2012,690.3,interpolated,414.5,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Texas/50/2012_X-223A_(13/252),828.3,interpolated,696.9,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Thailand/8/2022,317.5,interpolated,272.6,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Townsville/68/2023,621.2,interpolated,89.92,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Victoria/1033/2023,445.5,interpolated,64,3,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/Wisconsin/27/2023,933.2,interpolated,43.48,2,midpoint
platesToRepeat,PENN23_y1993_s020_d0,A/YAMAGATA/98/2023,541.8,interpolated,296.5,3,midpoint
