group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
pilot,A230043d28_100k,A/Abu_Dhabi/6753/2023,1950,interpolated,57.82,3,midpoint
pilot,A230043d28_100k,A/Bangkok/P3599/2023,2122,interpolated,273.9,3,midpoint
pilot,A230043d28_100k,A/Bangkok/P3755/2023,1560,interpolated,200.4,3,midpoint
pilot,A230043d28_100k,A/Bhutan/0006/2023,2117,interpolated,546.4,3,midpoint
pilot,A230043d28_100k,A/Bhutan/0845/2023,1521,interpolated,366.6,3,midpoint
pilot,A230043d28_100k,A/Bhutan/FLU-BTG-00988/2022,1862,interpolated,171.6,3,midpoint
pilot,A230043d28_100k,A/Brisbane/429/2023,1627,interpolated,97.42,3,midpoint
pilot,A230043d28_100k,A/Busan/1301/2023,2813,interpolated,291,3,midpoint
pilot,A230043d28_100k,A/California/81/2023,1991,interpolated,123,3,midpoint
pilot,A230043d28_100k,A/Cambodia/e0826360/2020,3736,interpolated,720.7,3,midpoint
pilot,A230043d28_100k,A/Cambodia/e0826360/2020_egg,5120,lower,0,3,midpoint
pilot,A230043d28_100k,A/Catalonia/2041146NS/2023,1856,interpolated,250.8,3,midpoint
pilot,A230043d28_100k,A/Catalonia/NSVH102124476/2023,2113,interpolated,115.6,3,midpoint
pilot,A230043d28_100k,A/Chipata/15-NIC-001/2023,2619,interpolated,294.7,3,midpoint
pilot,A230043d28_100k,A/Darwin/6/2021,2832,interpolated,314.6,3,midpoint
pilot,A230043d28_100k,A/Darwin/9/2021,5120,lower,0,3,midpoint
pilot,A230043d28_100k,A/EHIME/50/2023,1942,interpolated,174.2,3,midpoint
pilot,A230043d28_100k,A/Finland/391/2023,1835,interpolated,534.6,3,midpoint
pilot,A230043d28_100k,A/Finland/399/2023,3604,interpolated,353.8,3,midpoint
pilot,A230043d28_100k,A/Georgia/40/2023,2793,interpolated,699.2,3,midpoint
pilot,A230043d28_100k,A/Guangdong-Futian/1980/2023,1471,interpolated,259.3,3,midpoint
pilot,A230043d28_100k,A/Hong_Kong/2671/2019,5120,lower,0,3,midpoint
pilot,A230043d28_100k,A/Hong_Kong/45/2019,5120,lower,83.77,3,midpoint
pilot,A230043d28_100k,A/Hong_Kong/4801/2014,5120,lower,0,3,midpoint
pilot,A230043d28_100k,A/Hong_Kong/4801/2014_(15/192),5120,lower,0,3,midpoint
pilot,A230043d28_100k,A/Jeju/1047/2023,2756,interpolated,435.4,3,midpoint
pilot,A230043d28_100k,A/KANAGAWA/AC2316/2023,1620,interpolated,195.4,3,midpoint
pilot,A230043d28_100k,A/KANAGAWA/IC2239/2023,1576,interpolated,273.9,3,midpoint
pilot,A230043d28_100k,A/Kansas/14/2017,3773,interpolated,376.1,3,midpoint
pilot,A230043d28_100k,A/Krabi/THIS050/2023,1768,interpolated,689.6,3,midpoint
pilot,A230043d28_100k,A/Luga/RII-11393S/2023,1476,interpolated,99.8,3,midpoint
pilot,A230043d28_100k,A/Malaysia/IMR-SARI1989/2023,2475,interpolated,396.3,3,midpoint
pilot,A230043d28_100k,A/Maldives/852/2023,2746,interpolated,352.8,3,midpoint
pilot,A230043d28_100k,A/Massachusetts/18/2022,2677,interpolated,40.06,3,midpoint
pilot,A230043d28_100k,A/Netherlands/01685/2023,1907,interpolated,359.2,3,midpoint
pilot,A230043d28_100k,A/Netherlands/01693/2023,1969,interpolated,248.8,3,midpoint
pilot,A230043d28_100k,A/Netherlands/01760/2023,2357,interpolated,588.8,3,midpoint
pilot,A230043d28_100k,A/Oman/3011/2023,2330,interpolated,159.6,3,midpoint
pilot,A230043d28_100k,A/Ontario/RV00796/2023,1451,interpolated,122.4,3,midpoint
pilot,A230043d28_100k,A/Romania/543634/2022,2146,interpolated,362.1,3,midpoint
pilot,A230043d28_100k,A/SENDAI/45/2023,1815,interpolated,138.5,3,midpoint
pilot,A230043d28_100k,A/SOUTH_AFRICA/R07876/2023,2329,interpolated,425.7,3,midpoint
