group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
pilot,A23038d0_r64_75K,A/Abu_Dhabi/6753/2023,659.3,interpolated,642.2,4,midpoint
pilot,A23038d0_r64_75K,A/Bangkok/P3599/2023,4433,interpolated,2855,2,midpoint
pilot,A23038d0_r64_75K,A/Bangkok/P3755/2023,1143,interpolated,629.3,4,midpoint
pilot,A23038d0_r64_75K,A/Bhutan/0006/2023,573.5,interpolated,71.4,3,midpoint
pilot,A23038d0_r64_75K,A/Bhutan/0845/2023,525.1,interpolated,50.92,2,midpoint
pilot,A23038d0_r64_75K,A/Bhutan/FLU-BTG-00988/2022,1545,interpolated,354.3,4,midpoint
pilot,A23038d0_r64_75K,A/Brisbane/429/2023,658.7,interpolated,188.3,2,midpoint
pilot,A23038d0_r64_75K,A/California/81/2023,1587,interpolated,587.5,3,midpoint
pilot,A23038d0_r64_75K,A/Cambodia/e0826360/2020,708.6,interpolated,194.7,4,midpoint
pilot,A23038d0_r64_75K,A/Cambodia/e0826360/2020_egg,9450,interpolated,1377,6,midpoint
pilot,A23038d0_r64_75K,A/Catalonia/2041146NS/2023,941.3,interpolated,680.2,4,midpoint
pilot,A23038d0_r64_75K,A/Catalonia/NSVH102124476/2023,1190,interpolated,420,4,midpoint
pilot,A23038d0_r64_75K,A/Chipata/15-NIC-001/2023,537.7,interpolated,331,4,midpoint
pilot,A23038d0_r64_75K,A/EHIME/50/2023,1326,interpolated,282.3,3,midpoint
pilot,A23038d0_r64_75K,A/Finland/391/2023,510.3,interpolated,165,3,midpoint
pilot,A23038d0_r64_75K,A/Georgia/40/2023,1327,interpolated,1326,3,midpoint
pilot,A23038d0_r64_75K,A/Guangdong-Futian/1980/2023,3676,interpolated,1905,2,midpoint
pilot,A23038d0_r64_75K,A/Hong_Kong/2671/2019,7854,interpolated,1275,6,midpoint
pilot,A23038d0_r64_75K,A/Hong_Kong/45/2019,1370,interpolated,700,6,midpoint
pilot,A23038d0_r64_75K,A/Hong_Kong/4801/2014,2081,interpolated,1192,5,midpoint
pilot,A23038d0_r64_75K,A/Hong_Kong/4801/2014_(15/192),1.194e+04,interpolated,460.8,6,midpoint
pilot,A23038d0_r64_75K,A/KANAGAWA/AC2316/2023,702.1,interpolated,248.7,3,midpoint
pilot,A23038d0_r64_75K,A/KANAGAWA/IC2239/2023,856.7,interpolated,1206,3,midpoint
pilot,A23038d0_r64_75K,A/Kansas/14/2017,1822,interpolated,390.6,2,midpoint
pilot,A23038d0_r64_75K,A/Krabi/THIS050/2023,3269,interpolated,1535,2,midpoint
pilot,A23038d0_r64_75K,A/Luga/RII-11393S/2023,1124,interpolated,1895,3,midpoint
pilot,A23038d0_r64_75K,A/Maldives/852/2023,2867,interpolated,2432,3,midpoint
pilot,A23038d0_r64_75K,A/Massachusetts/18/2022,1300,interpolated,400.3,4,midpoint
pilot,A23038d0_r64_75K,A/Netherlands/01685/2023,1447,interpolated,339.7,4,midpoint
pilot,A23038d0_r64_75K,A/Netherlands/01693/2023,1500,interpolated,1248,2,midpoint
pilot,A23038d0_r64_75K,A/Netherlands/01760/2023,891.3,interpolated,106.2,4,midpoint
pilot,A23038d0_r64_75K,A/Oman/3011/2023,3183,interpolated,136.3,2,midpoint
pilot,A23038d0_r64_75K,A/Romania/543634/2022,1411,interpolated,92.58,2,midpoint
pilot,A23038d0_r64_75K,A/SOUTH_AFRICA/R07876/202023,1953,interpolated,465.4,4,midpoint
pilot,A23038d0_r64_75K,A/Saint-Petersburg/RII-MH144113/2023,1311,interpolated,507.6,5,midpoint
pilot,A23038d0_r64_75K,A/Samut_Songkhram/THIS061/2023,2363,interpolated,889.9,4,midpoint
pilot,A23038d0_r64_75K,A/Saskatchewan/SKFLU317847/2023,2103,interpolated,1187,2,midpoint
pilot,A23038d0_r64_75K,A/Schleswig-Holstein/4/2023,1731,interpolated,979.8,5,midpoint
pilot,A23038d0_r64_75K,A/Singapore/INFIMH-16-0019/2016,4293,interpolated,1586,6,midpoint
pilot,A23038d0_r64_75K,A/Singapore/INFIMH-16-0019/2016_X-307A,1.28e+04,lower,0,2,midpoint
pilot,A23038d0_r64_75K,A/Solwezi/13-NIC-001/2023,1482,interpolated,278.2,2,midpoint
pilot,A23038d0_r64_75K,A/SouthSudan/631/2023,1663,interpolated,288.6,3,midpoint
pilot,A23038d0_r64_75K,A/SouthSudan/642/2023,1022,interpolated,1033,3,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/K056872/2023,1039,interpolated,302.4,3,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/R05384/2023,1098,interpolated,190.5,2,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/R05510/2023,1638,interpolated,240.7,6,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/R06506/2023,1955,interpolated,1072,2,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/R07073/2023,2314,interpolated,1777,4,midpoint
pilot,A23038d0_r64_75K,A/South_Africa/R07188/2023,6610,interpolated,1867,4,midpoint
pilot,A23038d0_r64_75K,A/South_Dakota/22/2023,1640,interpolated,2749,3,midpoint
pilot,A23038d0_r64_75K,A/Surat_Thani/P152/2023,1886,interpolated,1142,4,midpoint
pilot,A23038d0_r64_75K,A/Switzerland/9715293/2013,4117,interpolated,557.5,4,midpoint
pilot,A23038d0_r64_75K,A/Switzerland/9715293/2013_NIB-88,5264,interpolated,2829,3,midpoint
pilot,A23038d0_r64_75K,A/Sydney/332/2023,1089,interpolated,356.9,5,midpoint
pilot,A23038d0_r64_75K,A/Sydney/710/2023,1237,interpolated,328.8,3,midpoint
pilot,A23038d0_r64_75K,A/Sydney/715/2023,1537,interpolated,744.8,4,midpoint
pilot,A23038d0_r64_75K,A/Sydney/749/2023,1389,interpolated,1155,4,midpoint
pilot,A23038d0_r64_75K,A/TECPAN/017FLU/2023,2095,interpolated,2147,3,midpoint
pilot,A23038d0_r64_75K,A/Texas/50/2012,1.28e+04,lower,646.1,6,midpoint
pilot,A23038d0_r64_75K,A/Townsville/68/2023,1253,interpolated,595.9,3,midpoint
pilot,A23038d0_r64_75K,A/Victoria/1033/2023,490,interpolated,154.8,3,midpoint
pilot,A23038d0_r64_75K,A/Wisconsin/27/2023,1635,interpolated,387.8,2,midpoint
pilot,A23038d0_r64_75K,A/YAMAGATA/98/2023,741.7,interpolated,833,4,midpoint
